JHG1,JHG2,JHG3,JHG4,JHG,CENTRE,JHGBIS,AUTO,AUTOBIS,AUTOTRIS,VOTESA,VOTEIND,VOTECH,VOTEQ,VICTOIRE,VOTEHYP1,VOTEHYP2,SEXE,AGE,SCOL,LANGUE,TRAV,PROF,REV,CODE,RELIGION,QUEBEC,IDENT,IDENTP,ESTIME,IDEOLOGI,MONDE,FRANCAIS,COMP,SPIRALE,UTILE,CHOMAGE,PROXPLQ,PROXPQ,PROXADQ,PROXRAP,POLITIS,PRESENT,PESSIMI,POLITIQU,ORIENT,PRESENCE,PARTICIP,PATRIMOI,POIDS,Q1,Q2A,Q2B,Q2C,Q2D,Q3,Q4A,Q4B,Q4C,Q4D,Q5A,Q5B,Q5C,Q6A,Q6B,Q6C,Q7A,Q7B,Q7C,Q8A,Q8B,Q8C,Q9A,Q9B,Q9C,Q10A,Q10B,Q10C,Q11,Q11R,Q12,Q13A,Q13B,Q13C,Q13D,Q13E,Q13F,Q13G,Q13H,Q14A,Q14B,Q14C,Q14D,Q14E,Q15,Q16,Q17,Q18,Q19A1,Q19A2,Q19A3,Q19A4,Q19A5,Q19A6,Q19A7,Q19A8,Q19B1,Q19B2,Q19B3,Q19B4,Q19B5,Q19B6,Q19B7,Q19B8,Q19C1,Q19C2,Q19C3,Q19C4,Q19C5,Q19C6,Q19C7,Q19C8,Q20A,Q20B,Q20C,Q20D,Q20E,Q21A,Q21B,Q21C,Q21D,Q22A,Q22B,Q22C,Q22D,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30,Q31A,Q31B,Q31C,Q31D,Q31E,Q31F,Q31G,Q31H,Q32A,Q32B,Q32C,Q32D,Q33A1,Q33A2,Q33A3,Q33B1,Q33B2,Q33B3,Q33C1,Q33C2,Q33C3,Q34A,Q34B,Q34C,Q34D,Q34E,Q34F,Q34G,Q34H,Q34I,Q35A,Q35B,Q36,Q37,Q38A,Q38B,Q38C,Q38D,Q39,Q40,Q41,Q42,Q43,Q44A,Q44B,Q44C,Q44D,Q44E,Q44F,Q44G1,Q44G2,Q45,Q46,Q47,Q48,Q49,Q50,Q51,Q52,Q53,Q54A,Q54B,Q55A,Q55B,Q55C,Q55D,Q55E,Q56,Q57,Q58,Q59,Q60,Q61,Q62,Q63A,Q63B,Q63C,Q63D,Q63E,Q63F,Q66A,Q66B,Q66C,Q66D1,Q66D2,Q66E,Q67,Q68A,Q68B,Q69,SEGMENT,Q57R,STR,NPERS3,GRAP,REGION,SEQUENCE,GRAPPE,CARTE,INTERV,TIME3,NPERS1,NPERS2,POSTAL,SEXEA,STATUT,TELPREN,TELREGN,TELSUFN,FILTER_$,NEURO2,ZONE,WTC
OUI-1,OUI-2,OUI-3,NON-4,3-OUI,CENTRE,3-OUI,S07,AUTOS,SOUV,OUI-SA,OUI-IND,PAYS,PQ,VNOUI,OO-SA,OO-IND,FEMME,25-34,CEGEP,FRA,TPLEIN,TECHNIC,25000,418,REL-,PEUPLE,QUEBECOIS,IDENT+,EST=,CD,MOND+,FRA++,COMP+,SPIR-,UTILE,CHOM-,PLQ-,PQ=,ADQ=,RAP-,,PIRE,PESS=,NEG,QUE+,INT++,10.0,9.0,0.47257756383777877,Moins bien,T-à-f désaccord,Plutôt accord,Plutôt accord,T-à-f désaccord,Télévision,Assez souvent,Assez souvent,Assez souvent,Assez souvent,Assez souvent,Assez souvent,Assez souvent,Rarement,Rarement,Rarement,Assez souvent,Assez souvent,Assez souvent,Rarement,Jamais,Rarement,Jamais,Jamais,Assez souvent,Jamais,Jamais,Jamais,____________,,Oui,Peu,Assez,Assez,Assez,Beaucoup,Assez,Beaucoup,Peu,Assez souvent,,Rarement,Assez souvent,Assez souvent,Exprimer opinion,Plutôt désaccord,Peuple,Québécois,,,,,,,,,,,,,,,,,Plutôt accord,Plutôt accord,T-à-f accord,Plutôt désaccord,T-à-f accord,Plutôt accord,T-à-f accord,Plutôt désaccord,T-à-f accord,T-à-f désaccord,Plutôt désaccord,T-à-f accord,T-à-f accord,T-à-f accord,Plutôt accord,T-à-f désaccord,T-à-f accord,Plutôt désaccord,Plutôt accord,Plutôt désaccord,T-à-f accord,Pas très bien,Très important,Utile,Aucun,Restée la même,Restée la même,Va rester la même,Va rester la même,Non,Oui,Non,Oui,Non,Non,Non,Non,Éloigné,Plus ou moins,Plus ou moins,Éloigné,Assez grandes,Assez grandes,Assez grandes,Peu différences,Peu différences,Peu différences,Très grandes,Assez grandes,Assez grandes,Québec,Québec,Ottawa,Québec,Québec,Québec,Québec,Québec,Québec,,,Jeunes,Secteur privé,T-à-f accord,Plutôt désaccord,Plutôt désaccord,T-à-f accord,Mauvaise,Baisser impots,Baisser impots,Plutôt insatisfait,Plus riches,Assez important,Très important,Assez important,Peu important,Peu important,Très important,Très important,Très important,P-d-t suffisant,Compensations,S07,Oui,,Oui,,Pays,Egalite,PQ,,Non,Oui,Oui,Oui,Non,Même parti,33.0,Collégial,Francais,Temps plein,Technicien,20000-29999,Non,Oui,Non,Non,Oui,Non,Oui,Non,Non,Oui,Non,Non,Rarement,Assez,Peu,,Centristes,2.0,1593.1818181796982,1.0,1.7293103448270082,Chaudière-Appalaches,10026.0,1.0,0.0,250.0,01038252,2.0,1.0,G0S2W0,F,51.0,889.0,418.0,331.0,Selected,PQ,Centre du Qc,Avant
OUI-1,OUI-2,OUI-3,NON-4,3-OUI,CENTRE,3-OUI,S08,AUTOS,SOUV,NON-SA,OUI-IND,PAYS,PQ,VNOUI,NN-SA,OO-IND,HOMME,65+,SEC,FRA,RETRAITE,,35000,418,REL+,PEUPLE,QUEBECOIS,IDENT++,EST=,CC,MOND+,FRA++,COMP+,SPIR--,UTILE,CHOM-,PLQ=,PQ=,ADQ=,RAP-,POL+,EGAL,PESS=,NEG,QUE++,INT++,10.0,9.0,0.6529022545071381,Aussi bien,Plutôt désaccord,T-à-f accord,Plutôt accord,Plutôt désaccord,Télévision,Assez souvent,Assez souvent,Rarement,Rarement,Assez souvent,Assez souvent,Assez souvent,Rarement,Rarement,Rarement,Assez souvent,Assez souvent,Rarement,Jamais,Jamais,Jamais,Jamais,Jamais,Rarement,Rarement,Rarement,Rarement,97.3 FM_____,Autres FM,Non,Assez,Peu,Pas-du-tout,Assez,Assez,Assez,Assez,Peu,Rarement,Rarement,Rarement,Rarement,Assez souvent,Argumenter,Plutôt désaccord,Peuple,Québécois,,,,,,,,,,,,,,,,,T-à-f accord,Plutôt accord,T-à-f accord,Plutôt désaccord,T-à-f accord,Plutôt accord,T-à-f accord,Plutôt désaccord,T-à-f accord,T-à-f désaccord,Plutôt désaccord,T-à-f accord,T-à-f accord,Plutôt accord,Plutôt accord,T-à-f désaccord,Plutôt accord,T-à-f désaccord,Plutôt accord,Plutôt accord,Plutôt désaccord,Pas très bien,Assez important,Utile,Aucun,Restée la même,Restée la même,Va rester la même,Va rester la même,Oui,Oui,Non,Oui,Non,Non,Non,Non,Plus ou moins,Plus ou moins,Plus ou moins,Éloigné,Peu différences,Assez grandes,Assez grandes,Peu différences,Peu différences,Peu différences,Très grandes,Assez grandes,Peu différences,Québec,Québec,Québec,Québec,Québec,Les deux également,Québec,Les deux également,Québec,Ottawa,Les deux également,,Secteur privé,T-à-f accord,T-à-f désaccord,T-à-f désaccord,Plutôt accord,Mauvaise,Programmes sociaux,Programmes sociaux,Plutôt insatisfait,Plus riches,Assez important,Assez important,Peu important,Assez important,Assez important,Assez important,Très important,Très important,Plus ou moins,En appeler peuple,S08,Non,Non,Oui,,Pays,Egalite,PQ,,Non,Oui,Non,Oui,Non,Même parti,63.0,Secondaire,Francais,Retraité,,30000-39999,Non,Oui,Non,Oui,Non,Non,Oui,Non,Non,Oui,Oui,Non,Quelques fois/an,Assez,Assez,,Centristes,6.0,1593.1818181796982,1.0,2.389175257732053,Chaudière-Appalaches,10032.0,1.0,0.0,250.0,  038305,3.0,2.0,G6Z1A3,M,51.0,827.0,418.0,2267.0,Selected,PQ,Centre du Qc,Avant
OUI-1,OUI-2,NON-3,NON-4,2-OUI,CENTRE,2-OUI,S04,AUTOC,CENTR,NON-SA,NON-IND,PROV,ADQ,VNON,NO-SA,NN-IND,HOMME,25-34,CEGEP,FRA,TPLEIN,OUVRIER,25000,418,REL--,PROVINCE,QUEBECOIS,IDENT--,EST-,CC,MOND-,FRA--,COMP+,SPIR+,INUTILE,CHOM-,PLQ-,PQ-,ADQ+,RAP-,,PIRE,PESS=,NEG,,INT+,11.0,10.0,0.6529022545071381,Moins bien,Plutôt désaccord,Plutôt accord,Plutôt désaccord,T-à-f désaccord,Télévision,Assez souvent,Rarement,Jamais,Jamais,Assez souvent,Assez souvent,Rarement,Jamais,Jamais,Jamais,Très souvent,Très souvent,Assez souvent,Assez souvent,Assez souvent,Rarement,Rarement,Rarement,Rarement,Jamais,Jamais,Jamais,____________,,Oui,Peu,Pas-du-tout,Pas-du-tout,Peu,Assez,Assez,Beaucoup,Assez,Jamais,,Rarement,Assez souvent,Assez souvent,Écouter opinion,Plutôt désaccord,Province,Québécois,,,,,,,,,,,,,,,,,Plutôt accord,Plutôt désaccord,Plutôt désaccord,Plutôt désaccord,Plutôt désaccord,Plutôt désaccord,Plutôt accord,Plutôt désaccord,Plutôt accord,Plutôt désaccord,T-à-f accord,Plutôt accord,Plutôt accord,Plutôt accord,T-à-f accord,T-à-f désaccord,Plutôt accord,T-à-f accord,Plutôt accord,Plutôt accord,Plutôt désaccord,Pas très bien,Assez important,Ne sert a rien,Aucun,Restée la même,Restée la même,Va rester la même,Va rester la même,Non,Oui,Non,Oui,Non,Non,Non,Non,Éloigné,Éloigné,Proche,Éloigné,Peu différences,Assez grandes,Assez grandes,P-d-t différences,Assez grandes,Assez grandes,Très grandes,Assez grandes,Assez grandes,Ottawa,,,Ottawa,Les deux également,Les deux également,Les deux également,Les deux également,Québec,,,Jeunes,Secteur privé,T-à-f accord,T-à-f désaccord,Plutôt désaccord,Plutôt accord,Mauvaise,Programmes sociaux,Programmes sociaux,T-à-f insatisfait,Plus riches,,Assez important,Peu important,P-d-t important,Peu important,Assez important,Assez important,Assez important,Plus ou moins,Compensations,S04,Non,Oui,Non,Non,Province,Contre,ADQ,,Non,,Non,,Oui,Change parti,33.0,Collégial,Francais,Temps plein,Ouvrier spécialisé,20000-29999,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Oui,Non,Non,Rarement,Peu,Peu,,Centristes,2.0,1593.1818181796982,1.0,2.389175257732053,Chaudière-Appalaches,10032.0,3.0,0.0,250.0,  038305,3.0,2.0,G6Z1A3,M,51.0,827.0,418.0,2267.0,Selected,PQ,Centre du Qc,Avant
OUI-1,NON-2,OUI-3,NON-4,2-OUI,CENTRE,2-OUI,,,,NON-SA,NON-IND,PROV,ADQ,VNON,NN-SA,NN-IND,FEMME,45-54,SEC,FRA,TPARTIEL,OUVRIER,,418,REL+,PROVINCE,QUEBECOIS,IDENT++,EST-,CD,MOND+,FRA-,COMP+,SPIR++,INUTILE,CHOM-,PLQ-,PQ-,ADQ-,RAP-,POL=,PIRE,,NEG+,OTT+,INT+,11.0,11.0,0.47257756383777877,Moins bien,T-à-f désaccord,Plutôt désaccord,Plutôt accord,Plutôt désaccord,Télévision,Rarement,Rarement,Rarement,Rarement,Assez souvent,Rarement,Assez souvent,Jamais,Jamais,Assez souvent,Jamais,Jamais,Assez souvent,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Assez souvent,Assez souvent,Très souvent,CFOM 102.9 F,Autres FM,Oui,Pas-du-tout,Peu,Pas-du-tout,Assez,Assez,Peu,Peu,Pas-du-tout,Rarement,Jamais,Rarement,Rarement,Rarement,Finir conversation,Plutôt désaccord,Province,Québécois,,,,,,,,,,,,,,,,,T-à-f accord,Plutôt désaccord,T-à-f accord,Plutôt désaccord,T-à-f accord,Plutôt désaccord,T-à-f accord,Plutôt désaccord,Plutôt accord,T-à-f désaccord,Plutôt accord,Plutôt désaccord,T-à-f accord,Plutôt accord,T-à-f accord,Plutôt désaccord,Plutôt accord,Plutôt désaccord,Plutôt accord,Plutôt accord,Plutôt désaccord,Pas très bien,Très important,Ne sert a rien,Aucun,Détériorée,Détériorée,,Va s'améliorer,Non,Oui,Non,Oui,Non,Oui,Non,Oui,Éloigné,Éloigné,Éloigné,Éloigné,Peu différences,Peu différences,Peu différences,Peu différences,Peu différences,Peu différences,Très grandes,Assez grandes,Assez grandes,Les deux également,Les deux également,Les deux également,Québec,Québec,Québec,Québec,Québec,Québec,Ottawa,Québec,Jeunes,Gouv. québécois,T-à-f accord,Plutôt désaccord,Plutôt désaccord,T-à-f accord,Mauvaise,Programmes sociaux,Programmes sociaux,Plutôt insatisfait,Personne,Peu important,Très important,Peu important,Peu important,Très important,Assez important,Assez important,Assez important,P-d-t suffisant,Agir sans Ottawa,,Non,Non,Non,Non,Province,Contre,ADQ,,Non,Non,Non,Non,Oui,Même parti,40.0,Secondaire,Francais,Temps partiel,Ouvrier spécialisé,,Non,Oui,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Quelques fois/an,Assez,Assez,,Centristes,4.0,1593.1818181796982,1.0,1.7293103448270082,Chaudière-Appalaches,10033.0,1.0,0.0,250.0,01038252,1.0,0.0,G0S2W0,F,51.0,889.0,418.0,8394.0,Selected,PQ,Centre du Qc,Avant
NON-1,OUI-2,OUI-3,,,,,S06,AUTOC,CENTR,OUI-SA,OUI-IND,PAYS,PQ,VNON,OO-SA,OO-IND,FEMME,65+,UNIV,FRA,TPLEIN,TECHNIC,25000,418,REL+,PROVINCE,QUEBECOIS,IDENT++,EST=,CG,MOND+,FRA=,COMP+,SPIR+,UTILE,CHOM-,PLQ-,PQ+,ADQ-,RAP-,,EGAL,OPT+,POS,QUE++,INT++,10.0,8.0,0.47257756383777877,Aussi bien,Plutôt accord,Plutôt accord,Plutôt accord,,Radio,Assez souvent,Assez souvent,Rarement,Assez souvent,Assez souvent,Assez souvent,Rarement,Assez souvent,Rarement,Rarement,Assez souvent,Assez souvent,Rarement,Rarement,Rarement,Jamais,Jamais,Jamais,Jamais,Assez souvent,Jamais,Très souvent,106.5 FM____,Autres FM,Non,Peu,Peu,Assez,Assez,Assez,Assez,Peu,Peu,Rarement,,Rarement,Rarement,Rarement,Écouter opinion,Plutôt désaccord,Province,Québécois,,,,,,,,,,,,,,,,,T-à-f accord,Plutôt accord,T-à-f accord,Plutôt désaccord,T-à-f accord,Plutôt accord,T-à-f accord,Plutôt désaccord,Plutôt accord,T-à-f désaccord,Plutôt désaccord,T-à-f accord,Plutôt accord,Plutôt désaccord,Plutôt désaccord,T-à-f désaccord,Plutôt accord,Plutôt désaccord,Plutôt accord,Plutôt accord,Plutôt accord,Assez bien,Assez important,Utile,Aucun,Restée la même,Restée la même,Va rester la même,Va s'améliorer,Non,Non,Non,Oui,Non,Non,Oui,Non,Éloigné,Proche,Éloigné,Éloigné,Assez grandes,Assez grandes,Assez grandes,Très grandes,Très grandes,Très grandes,Très grandes,Très grandes,Très grandes,Québec,Québec,Québec,Québec,Québec,Québec,Québec,Québec,Québec,Québec,Québec,Femmes,Gr. communautaires,Plutôt accord,Plutôt désaccord,Plutôt accord,Plutôt accord,Mauvaise,Programmes sociaux,Programmes sociaux,T-à-f satisfait,Personne,Assez important,Très important,Assez important,Assez important,Assez important,Assez important,Très important,Très important,P-d-t suffisant,En appeler peuple,S06,Oui,,Oui,,Pays,Contre,PQ,,Non,Oui,Non,Oui,Oui,Change parti,58.0,Universitaire,Francais,Temps plein,Technicien,20000-29999,Non,Non,Non,Oui,Oui,Non,Oui,Non,Non,Oui,Oui,Non,Rarement,Beaucoup,Beaucoup,,Centristes,6.0,1593.1818181796982,1.0,1.7293103448270082,Chaudière-Appalaches,10034.0,1.0,0.0,250.0,  038415,2.0,1.0,G7A2B6,F,51.0,831.0,418.0,793.0,Selected,PQ,Centre du Qc,Avant
OUI-1,OUI-2,NON-3,NON-4,2-OUI,CENTRE,2-OUI,S05,AUTOC,CENTR,OUI-SA,NON-IND,PROV,ADQ,VNOUI,OO-SA,NN-IND,FEMME,45-54,SEC,FRA,MAISON,,5000,418,REL-,PROVINCE,QUEBECOIS,IDENT++,EST--,DD,MOND=,FRA++,COMP--,SPIR+,UTILE,CHOM=,PLQ=,PQ+,ADQ+,RAP-,POL=,EGAL,PESS=,NEG+,QUE++,INT-,12.0,11.0,0.47257756383777877,Aussi bien,T-à-f désaccord,T-à-f accord,T-à-f désaccord,T-à-f désaccord,Télévision,Très souvent,Très souvent,Rarement,Rarement,Très souvent,Très souvent,Très souvent,Assez souvent,Assez souvent,Assez souvent,Rarement,Rarement,Assez souvent,Jamais,Très souvent,Très souvent,Jamais,Jamais,Jamais,Rarement,Jamais,Très souvent,"107,5_______",Radio Rock Détente (FM),Non,Pas-du-tout,Assez,Pas-du-tout,Beaucoup,Beaucoup,Assez,Peu,Pas-du-tout,Rarement,Rarement,Rarement,Rarement,Rarement,Écouter opinion,T-à-f accord,Province,Québécois,,,,,,,,,,,,,,,,,T-à-f accord,Plutôt désaccord,T-à-f accord,T-à-f accord,T-à-f accord,Plutôt accord,T-à-f accord,Plutôt accord,T-à-f accord,T-à-f désaccord,T-à-f désaccord,T-à-f accord,T-à-f accord,T-à-f accord,T-à-f accord,T-à-f accord,T-à-f accord,T-à-f désaccord,T-à-f désaccord,T-à-f accord,T-à-f accord,Assez bien,Peu important,Utile,Un peu,Restée la même,Restée la même,Va rester la même,Va rester la même,Non,Oui,Non,Oui,Non,Non,Non,Oui,Plus ou moins,Proche,Proche,Éloigné,Assez grandes,Assez grandes,Peu différences,Assez grandes,Assez grandes,Peu différences,Très grandes,Peu différences,Assez grandes,Québec,Québec,Québec,Québec,Québec,Québec,Québec,Québec,Québec,,Québec,Jeunes,Famille,T-à-f accord,T-à-f accord,T-à-f accord,T-à-f accord,Bonne,Programmes sociaux,Programmes sociaux,T-à-f satisfait,,Assez important,Très important,Assez important,Peu important,Très important,Assez important,Peu important,Peu important,P-d-t suffisant,Contester tribunaux,S05,Oui,,Non,Non,Province,Egalite,ADQ,,Non,Oui,Non,Oui,Oui,Change parti,44.0,Secondaire,Francais,Soins maison,,Moins de 10000$,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Quelques fois/an,Beaucoup,Pas-du-tout,,Centristes,4.0,1593.1818181796982,1.0,1.7293103448270082,Chaudière-Appalaches,10036.0,1.0,0.0,330.0,  040260,2.0,1.0,G0S1Z0,F,51.0,888.0,418.0,4900.0,Selected,PQ,Centre du Qc,Avant
NON-1,NON-2,OUI-3,,,,,S04,AUTOC,CENTR,OUI-SA,NON-IND,PROV,PLQ,VNON,OO-SA,NO-IND,FEMME,45-54,SEC,FRA,TPARTIEL,MANOEUV,5000,418,REL+,PROVINCE,QUEBECOIS,IDENT++,EST+,CC,MOND=,FRA++,COMP--,SPIR++,INUTILE,CHOM=,PLQ+,PQ=,ADQ=,RAP-,POL-,EGAL,PESS=,NEG+,QUE+,INT++,11.0,10.0,0.47257756383777877,Aussi bien,T-à-f accord,Plutôt désaccord,Plutôt accord,,Télévision,Rarement,Assez souvent,Jamais,Assez souvent,Assez souvent,Assez souvent,Assez souvent,Très souvent,Rarement,Rarement,Rarement,Rarement,Rarement,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Assez souvent,Rarement,Très souvent,CHOI FM_____,Rock Pop (FM),Non,Pas-du-tout,Assez,Pas-du-tout,Beaucoup,Beaucoup,Peu,Peu,Peu,Rarement,Jamais,Jamais,Rarement,Jamais,Finir conversation,T-à-f accord,Province,Québécois,,,,,,,,,,,,,,,,,T-à-f accord,T-à-f accord,T-à-f accord,Plutôt désaccord,T-à-f accord,T-à-f accord,T-à-f accord,Plutôt désaccord,T-à-f accord,T-à-f désaccord,Plutôt accord,T-à-f accord,T-à-f accord,T-à-f désaccord,Plutôt désaccord,T-à-f accord,Plutôt accord,T-à-f accord,T-à-f accord,T-à-f accord,T-à-f accord,Assez bien,Assez important,Ne sert a rien,Un peu,Restée la même,Restée la même,Va rester la même,Va rester la même,Non,Oui,Non,Oui,Non,Oui,Non,Non,Proche,Plus ou moins,Plus ou moins,Éloigné,Très grandes,Peu différences,Peu différences,Très grandes,Peu différences,Peu différences,Très grandes,Très grandes,Très grandes,Québec,Québec,Ottawa,Ottawa,Ottawa,Québec,Les deux également,Québec,Québec,Ottawa,Les deux également,Défavorisés,Gr. communautaires,T-à-f accord,T-à-f désaccord,Plutôt désaccord,T-à-f accord,Mauvaise,Programmes sociaux,Baisser impots,Plutôt insatisfait,Personne,Assez important,Très important,Peu important,Peu important,Peu important,Très important,Très important,Très important,T-à-f suffisant,Compensations,S04,Oui,,Non,Oui,Province,Contre,PLQ,,Non,Oui,Oui,Oui,Oui,Même parti,40.0,Secondaire,Francais,Temps partiel,Manoeuvre,Moins de 10000$,Non,Non,Non,Non,Oui,Non,Oui,Non,Non,Non,Non,Non,Quelques fois/an,Beaucoup,Assez,,Centristes,4.0,1593.1818181796982,1.0,1.7293103448270082,Chaudière-Appalaches,10040.0,1.0,0.0,240.0,01038118,2.0,1.0,G6V1A1,F,51.0,833.0,418.0,4770.0,Selected,PLQ,Centre du Qc,Avant
NON-1,NON-2,NON-3,NON-4,0-OUI,NCENTRE,,,,,,,,ADQ,,,,FEMME,45-54,UNIV,FRA,TPLEIN,PROFESS,45000,418,,,,,,,,,,,,,,,,,,PIRE,,,,,,,0.47257756383777877,Moins bien,T-à-f accord,T-à-f désaccord,Plutôt désaccord,T-à-f désaccord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADQ,,Non,Oui,Non,Oui,Oui,Change parti,43.0,Universitaire,Francais,Temps plein,Professionnel,"40000-49,999",,,,,,,,,,,,,,,,,Non-centristes,4.0,1593.1818181796982,1.0,1.7293103448270082,Chaudière-Appalaches,10041.0,1.0,0.0,290.0,  0050701011,2.0,1.0,G5Y3M7,F,52.0,227.0,418.0,6324.0,Selected,PLQ,Centre du Qc,Avant
OUI-1,OUI-2,OUI-3,OUI-4,4-OUI,NCENTRE,,,,,,,,PQ,,,,HOMME,55-64,CEGEP,FRA,TPLEIN,PROFESS,55000,418,,,,,,,,,,,,,,,,,,MIEUX,,,,,,,0.6529022545071381,Mieux,Plutôt désaccord,Plutôt accord,Plutôt accord,T-à-f accord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PQ,,Non,Oui,Non,Oui,Non,Même parti,48.0,Collégial,Francais,Temps plein,Professionnel,"50000-59,999",,,,,,,,,,,,,,,,,Non-centristes,5.0,1593.1818181796982,1.0,2.389175257732053,Chaudière-Appalaches,10043.0,1.0,0.0,240.0,010381661011,2.0,1.0,G6V3Z2,M,52.0,837.0,418.0,3295.0,Selected,PQ,Centre du Qc,Avant
NON-1,OUI-2,NON-3,OUI-4,2-OUI,CENTRE,2-OUI,S06,AUTOC,CENTR,OUI-SA,OUI-IND,PAYS,PQ,,OO-SA,OO-IND,HOMME,55-64,SEC,FRA,TPLEIN,EMPLOYE,25000,418,REL--,PEUPLE,QUEBECOIS,IDENT+,EST+,CC,MOND+,FRA--,COMP+,SPIR+,INUTILE,CHOM+,PLQ-,PQ+,ADQ-,RAP-,,EGAL,PESS++,POS,OTT++,INT++,11.0,10.0,0.6529022545071381,Aussi bien,T-à-f accord,T-à-f accord,Plutôt désaccord,Plutôt accord,Télévision,Rarement,Rarement,Rarement,Assez souvent,Assez souvent,Rarement,Assez souvent,Très souvent,Assez souvent,Rarement,Rarement,Rarement,Rarement,Jamais,Jamais,Assez souvent,Jamais,Jamais,Jamais,Rarement,Rarement,Très souvent,98.9________,Radio Énergie (FM),Oui,Assez,Assez,Peu,Beaucoup,Peu,Peu,Pas-du-tout,Pas-du-tout,,Jamais,Jamais,Jamais,Jamais,Écouter opinion,Plutôt désaccord,Peuple,Québécois,,,,,,,,,,,,,,,,,T-à-f accord,T-à-f accord,T-à-f accord,T-à-f désaccord,Plutôt accord,Plutôt accord,T-à-f accord,T-à-f désaccord,T-à-f accord,Plutôt accord,T-à-f accord,T-à-f désaccord,T-à-f accord,Plutôt désaccord,T-à-f accord,Plutôt désaccord,Plutôt désaccord,Plutôt accord,T-à-f accord,Plutôt accord,,Assez bien,P-d-t important,Ne sert a rien,Beaucoup,Restée la même,Restée la même,Va se détériorer,Va se détériorer,Non,Non,Non,Non,Oui,Non,Non,Non,Éloigné,Proche,Éloigné,Éloigné,Peu différences,Peu différences,Peu différences,Peu différences,Peu différences,Peu différences,Peu différences,Peu différences,Peu différences,Ottawa,Ottawa,Ottawa,Québec,Québec,Québec,Ottawa,Ottawa,Les deux également,Ottawa,Les deux également,,Municipalité,Plutôt désaccord,T-à-f accord,Plutôt accord,Plutôt accord,Très bonne,Rembourser dette,Rembourser dette,Plutôt satisfait,Personne,Très important,Assez important,Très important,Peu important,Très important,Très important,Très important,Très important,T-à-f suffisant,Contester tribunaux,S06,Oui,,Oui,,Pays,,PQ,,Non,Oui,Non,Oui,Oui,Change parti,49.0,Secondaire,Francais,Temps plein,Employé bureau,20000-29999,Oui,Non,Non,Non,Non,Non,Oui,Non,Non,Oui,Non,Oui,Rarement,Assez,Pas-du-tout,,Centristes,5.0,1593.1818181796982,0.0,2.389175257732053,Chaudière-Appalaches,10045.0,1.0,0.0,290.0,01005102,1.0,1.0,G5Y5B9,M,51.0,228.0,418.0,1343.0,Selected,PQ,Centre du Qc,Avant
OUI-1,OUI-2,OUI-3,OUI-4,4-OUI,NCENTRE,,,,,,,,PLQ,,,,HOMME,45-54,CEGEP,FRA,TPLEIN,OUVRIER,15000,418,,,,,,,,,,,,,,,,,,PIRE,,,,,,,0.6529022545071381,Moins bien,T-à-f désaccord,Plutôt accord,Plutôt accord,Plutôt accord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLQ,,Non,Non,Oui,Oui,Oui,Même parti,43.0,Collégial,Francais,Temps plein,Ouvrier spécialisé,"10000-19,999",,,,,,,,,,,,,,,,,Non-centristes,4.0,1593.1818181796982,1.0,2.389175257732053,Chaudière-Appalaches,10046.0,1.0,0.0,180.0,010072561011,3.0,2.0,G0R1H0,M,52.0,246.0,418.0,5901.0,Selected,PQ,Centre du Qc,Avant
